id_student,code_module,presentation_year,presentation_term,gender,region,highest_education,imd_band,age_band,num_prev_attempts,studied_credits,disability,date_registration,final_weighted_score,total_assessments_submitted,total_clicks,unique_materials_accessed,unemployment_rate,avg_broadband_speed,is_at_risk
634108,DDD,2014,B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,-17,0,0,98,32,7.1,19.62,1
634193,EEE,2014,B,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,-23,77.96,4,1669,65,6.5,18.97,0
634216,EEE,2014,B,M,South West Region,HE Qualification,50-60%,0-35,0,60,N,-22,91.92,4,2825,58,5.2,16.09,0
634309,EEE,2014,B,M,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,-23,82.96,4,2707,60,6.8,24.22,0
634318,EEE,2014,B,M,Wales,Lower Than A Level,90-100%,0-35,0,30,N,-23,94.04,4,1999,53,6.7,14.8,0
634351,DDD,2014,B,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,-17,77.76,7,506,74,5.6,20.01,0
634367,EEE,2014,J,M,West Midlands Region,A Level or Equivalent,80-90%,35-55,1,30,N,-15,92.16,4,5651,84,7.1,19.62,0
634383,DDD,2014,B,M,North Region,A Level or Equivalent,10-20%,0-35,0,60,N,-22,92.28,7,1405,169,7.7,19.89,0
634404,GGG,2014,B,F,South East Region,Lower Than A Level,30-40%,35-55,0,30,N,-23,0,8,907,38,5,20.14,0
634414,CCC,2014,B,M,North Region,Lower Than A Level,70-80%,0-35,0,60,N,-23,62.56,3,297,26,7.7,19.89,1
634431,FFF,2014,B,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,-23,77.25,12,1474,101,7.3,17.42,0
634461,GGG,2014,B,F,East Midlands Region,Lower Than A Level,10-20%,35-55,0,30,Y,-5,0,8,363,34,6.5,18.97,1
634523,CCC,2014,B,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,30,N,-22,40,1,182,18,5.6,20.01,1
634536,CCC,2014,J,M,East Midlands Region,HE Qualification,90-100%,0-35,0,120,N,-17,88.53,9,1133,67,6.5,18.97,0
634547,GGG,2014,B,F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,-10,0,7,257,23,5.2,16.09,0
634737,CCC,2014,B,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,N,-22,20,1,146,14,7.3,17.42,1
634774,FFF,2014,B,F,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,-22,65,4,1353,71,6,14.59,1
634785,GGG,2014,J,F,London Region,Post Graduate Qualification,20-30%,35-55,0,30,N,-106,0,0,73,11,6.8,24.22,1
634822,GGG,2014,B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,-11,0,1,368,25,7.1,19.62,1
634824,CCC,2014,J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,-51,48.75,9,791,52,5,18.12,0
634919,FFF,2014,B,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,-20,81.5,12,1244,69,7.1,19.62,0
634924,FFF,2014,B,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,-22,92.5,12,4288,223,6,14.59,0
634928,BBB,2014,B,F,Wales,HE Qualification,10-20%,0-35,0,60,N,-29,63.23,10,1443,50,6.7,14.8,0
634999,FFF,2014,B,M,North Region,Lower Than A Level,10-20%,35-55,0,60,N,-21,94.25,12,2931,130,7.7,19.89,0
635041,CCC,2014,B,M,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,-21,70,1,581,37,6.5,18.97,1
635170,DDD,2014,J,F,North Region,A Level or Equivalent,10-20%,35-55,0,120,N,-142,38.88,7,498,63,7.7,19.89,1
635230,BBB,2014,B,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,-28,92.31,10,1633,42,6.7,14.8,0
635561,BBB,2014,J,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,-101,46,3,156,29,6,14.59,1
635755,BBB,2014,B,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,Y,-24,87.02,11,1338,64,6.7,14.8,0
635773,BBB,2014,B,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,-24,78.39,11,248,35,6.7,14.8,0
635924,BBB,2014,J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,-22,67.9,5,1195,95,5.6,20.01,0
636547,FFF,2014,J,M,West Midlands Region,HE Qualification,60-70%,0-35,0,120,N,-22,72.33,4,966,98,7.1,19.62,1
636996,CCC,2014,J,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,Y,-16,64.85,4,2444,118,6,14.59,0
637708,FFF,2014,J,M,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,-133,90.75,12,4338,199,5.6,20.01,0
637810,BBB,2014,J,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,-122,62.85,5,1130,63,5.6,20.01,0
637939,CCC,2014,J,M,South West Region,A Level or Equivalent,0-10%,0-35,0,150,N,-135,0,0,0,0,5.2,16.09,1
638018,EEE,2014,J,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,-23,95.72,4,1120,50,5,18.12,0
638604,EEE,2014,J,M,Scotland,Lower Than A Level,70-80%,0-35,0,90,N,-23,81.08,4,3971,60,6,14.59,0
638699,GGG,2014,J,F,South Region,A Level or Equivalent,40-50%,0-35,0,30,N,-129,0,7,825,40,5,18.12,0
639251,GGG,2014,J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,-4,0,9,909,56,7,18.58,0
639766,DDD,2014,J,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,-58,65,7,2091,131,7,18.58,0
640225,BBB,2014,J,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,-39,68.3,5,1446,84,6.7,14.8,0
640835,GGG,2014,J,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,30,N,-53,0,0,12,4,7.3,17.42,1
640836,DDD,2014,J,F,South Region,Lower Than A Level,90-100%,0-35,0,120,N,-32,83.63,7,418,82,5,18.12,0
641309,FFF,2014,J,M,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,-63,83,12,3916,137,7.1,19.62,0
641613,DDD,2014,J,M,South West Region,Lower Than A Level,0-10%,0-35,0,60,N,-147,0,0,0,0,5.2,16.09,1
641766,GGG,2014,J,F,South West Region,Lower Than A Level,40-50%,35-55,0,30,N,-95,0,0,28,10,5.2,16.09,1
641804,FFF,2014,J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,-25,65,2,232,33,7.1,19.62,1
641845,DDD,2014,J,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,-92,55,1,110,18,6.5,18.97,1
642122,BBB,2014,J,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,-67,52.75,5,1467,46,6,14.59,0
642222,DDD,2014,J,F,North Region,Lower Than A Level,10-20%,35-55,0,120,N,-95,0,0,357,34,7.7,19.89,1
642536,FFF,2014,J,F,North Region,Lower Than A Level,10-20%,35-55,0,60,N,-16,0,0,22,6,7.7,19.89,1
642591,EEE,2014,J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,-32,88.04,4,4469,66,5.6,20.01,0
642968,GGG,2014,J,F,Scotland,Lower Than A Level,40-50%,0-35,0,30,N,-113,0,7,491,35,6,14.59,0
643126,DDD,2014,J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,-29,77,7,3781,155,5.6,20.01,0
643514,CCC,2014,J,M,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,90,N,-51,0,0,278,5,6.5,18.97,1
643587,BBB,2014,J,F,Wales,Lower Than A Level,10-20%,0-35,0,60,N,-147,79.5,5,2270,110,6.7,14.8,0
643690,FFF,2014,J,M,South West Region,Lower Than A Level,40-50%,0-35,0,180,N,-84,66,1,395,45,5.2,16.09,1
643770,EEE,2014,J,M,Scotland,HE Qualification,20-30%,0-35,0,90,N,-56,83.92,4,564,45,6,14.59,1
643953,BBB,2014,J,M,Ireland,Lower Than A Level,0-10%,0-35,0,120,Y,-94,44.67,3,185,30,6.1,19.78,1
644113,EEE,2014,J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,-148,95.2,4,3694,59,6.5,18.97,0
644188,GGG,2014,J,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,-10,0,9,215,15,7.3,17.42,0
644246,CCC,2014,J,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,-108,98.19,5,4036,107,7.3,17.42,0
644480,CCC,2014,J,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,-67,59.8,9,894,62,6.8,24.22,0
644990,GGG,2014,J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,-129,0,9,2240,71,7.1,19.62,1
645098,BBB,2014,J,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,-44,82.5,5,1677,107,6,14.59,0
645216,CCC,2014,J,M,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,-22,91.88,8,698,77,6.8,24.22,0
645248,BBB,2014,J,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,-84,42,2,293,59,5.6,20.01,1
645334,CCC,2014,J,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,-73,98.42,9,3105,100,6,14.59,0
645481,EEE,2014,J,M,South Region,Lower Than A Level,10-20%,0-35,0,60,Y,-72,0,0,0,0,5,18.12,1
645496,FFF,2014,J,M,South West Region,Lower Than A Level,0-10%,35-55,0,90,Y,-155,59,6,2651,148,5.2,16.09,1
645705,FFF,2014,J,M,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,-56,70.5,12,2745,141,6.7,14.8,0
645770,CCC,2014,J,M,South West Region,A Level or Equivalent,70-80%,0-35,0,90,N,-120,56.21,9,2948,108,5.2,16.09,1
645866,DDD,2014,J,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,-70,58.33,2,403,55,6.5,18.97,1
645867,EEE,2014,J,M,Scotland,HE Qualification,70-80%,0-35,0,120,N,-123,0,0,0,0,6,14.59,1
645969,GGG,2014,J,F,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,-106,0,8,725,44,5.2,16.09,0
646077,CCC,2014,J,M,South West Region,A Level or Equivalent,0-10%,0-35,0,120,Y,-72,0,0,2,1,5.2,16.09,1
646367,GGG,2014,J,F,South Region,Lower Than A Level,90-100%,0-35,0,30,N,-135,0,9,700,46,5,18.12,0
646391,DDD,2014,J,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,-140,21.67,2,101,16,7.1,19.62,1
646401,GGG,2014,J,F,London Region,A Level or Equivalent,30-40%,0-35,0,30,N,-4,0,0,11,4,6.8,24.22,1
646539,FFF,2014,J,F,Scotland,HE Qualification,0-10%,0-35,0,90,N,-79,68,12,2211,119,6,14.59,0
646636,BBB,2014,J,F,London Region,Lower Than A Level,10-20%,35-55,0,60,N,-63,0,0,0,0,6.8,24.22,1
646747,CCC,2014,J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,-127,0,0,0,0,6.5,18.97,1
646903,EEE,2014,J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,-29,72.2,4,1366,61,7,18.58,0
647227,DDD,2014,J,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,-92,33.33,5,709,75,5.2,16.09,1
647406,CCC,2014,J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,-112,69.09,2,441,20,7.3,17.42,1
647425,FFF,2014,J,F,Wales,Lower Than A Level,80-90%,35-55,0,120,N,-16,61.5,12,9998,267,6.7,14.8,0
647502,BBB,2014,J,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,-156,64.35,5,275,29,6.5,18.97,0
647511,BBB,2014,J,F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,-25,0,0,0,0,6.7,14.8,1
647525,FFF,2014,J,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,-150,66,1,685,50,5.2,16.09,1
647647,DDD,2014,J,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,-127,55.53,7,568,89,7,18.58,0
647711,BBB,2014,J,M,South West Region,Lower Than A Level,10-20%,0-35,0,60,N,-140,45,3,751,63,5.2,16.09,1
647865,CCC,2014,J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,-99,53.69,9,374,24,5.6,20.01,0
647920,DDD,2014,J,M,South East Region,HE Qualification,80-90%,35-55,0,60,N,-143,0,0,2,1,5,20.14,1
647940,BBB,2014,J,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,-155,0,0,0,0,6.5,18.97,1
647999,BBB,2014,J,F,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,-161,0,0,0,0,5.2,16.09,1
648023,GGG,2014,J,F,South West Region,A Level or Equivalent,60-70%,0-35,0,90,N,-73,0,7,382,29,5.2,16.09,1
648085,CCC,2014,J,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,-150,60.19,8,335,24,7.1,19.62,0
648086,FFF,2014,J,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,90,N,-141,80.5,12,2430,89,5.6,20.01,0
648100,GGG,2014,J,F,North Region,Lower Than A Level,30-40%,35-55,0,60,N,-114,0,9,784,47,7.7,19.89,0
648131,BBB,2014,J,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,-122,0,1,88,19,6.8,24.22,1
648172,DDD,2014,J,F,Scotland,HE Qualification,50-60%,0-35,0,60,Y,-45,84.63,7,2784,121,6,14.59,0
648254,FFF,2014,J,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,-149,79.75,12,2420,110,6.5,18.97,0
648257,GGG,2014,J,M,North Western Region,Lower Than A Level,60-70%,0-35,0,30,N,-37,0,3,244,22,7,18.58,1
648419,CCC,2014,J,F,North Western Region,A Level or Equivalent,10-20%,0-35,0,120,N,-155,0,0,0,0,7,18.58,1
648477,FFF,2014,J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,-154,0,0,0,0,7.3,17.42,1
648549,BBB,2014,J,M,South East Region,HE Qualification,30-40%,0-35,0,60,N,-30,49.8,5,2169,107,5,20.14,0
648751,BBB,2014,J,M,Scotland,HE Qualification,50-60%,35-55,0,60,N,-93,69.45,5,1311,85,6,14.59,0
648815,FFF,2014,J,M,Scotland,Lower Than A Level,0-10%,0-35,0,120,N,-114,82.25,12,7286,298,6,14.59,0
648819,CCC,2014,J,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,-154,0,0,5,1,6.5,18.97,1
648840,FFF,2014,J,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,-98,0,0,26,11,5.2,16.09,1
649001,CCC,2014,J,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,-153,46,3,349,37,6.8,24.22,1
649079,FFF,2014,J,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,-153,70.67,9,7909,239,6.8,24.22,1
649165,FFF,2014,J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,-44,70.5,12,2076,99,5,18.12,0
649258,FFF,2014,J,M,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,-22,87.5,12,2226,98,6.7,14.8,1
649300,GGG,2014,J,F,South West Region,Lower Than A Level,90-100%,0-35,0,30,N,-95,0,0,6,3,5.2,16.09,1
649343,EEE,2014,J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,90,N,-30,68.84,4,797,51,6.5,18.97,0
649351,BBB,2014,J,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,Y,-161,0,0,0,0,6.5,18.97,1
649394,CCC,2014,J,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,-135,0,0,2,1,7.1,19.62,1
649394,DDD,2014,J,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,-142,0,0,5,2,7.1,19.62,1
649843,EEE,2014,J,M,London Region,A Level or Equivalent,10-20%,0-35,0,60,N,-150,72.28,4,716,43,6.8,24.22,0
650031,FFF,2014,J,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,-120,64.33,4,1781,94,7,18.58,1
650085,FFF,2014,J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,-50,86,3,980,67,6.5,18.97,1
650105,CCC,2014,J,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,-106,50.83,3,194,18,6,14.59,1
650108,FFF,2014,J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,-86,80.25,12,4352,201,6.5,18.97,0
650145,EEE,2014,J,M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,-38,80.36,4,1452,56,6.7,14.8,1
650269,BBB,2014,J,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,120,N,-156,58.85,5,854,83,7.3,17.42,0
650271,CCC,2014,J,M,North Region,HE Qualification,10-20%,35-55,0,120,N,-143,79.56,3,212,27,7.7,19.89,1
650285,FFF,2014,J,F,South East Region,HE Qualification,50-60%,35-55,0,60,N,-127,0,0,0,0,5,20.14,1
650371,BBB,2014,J,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,-150,79.05,5,744,57,5,20.14,0
650388,GGG,2014,J,F,East Anglian Region,Lower Than A Level,10-20%,0-35,0,30,N,-45,0,9,123,14,5.6,20.01,1
650424,FFF,2014,J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,-50,76.75,12,3791,151,7.1,19.62,0
650717,FFF,2014,J,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,150,N,-58,61,2,1023,61,5.6,20.01,1
650758,FFF,2014,J,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,120,N,-144,54,3,398,48,7.3,17.42,1
650770,EEE,2014,J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,-135,85.08,4,1249,40,5,18.12,0
650960,FFF,2014,J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,-31,56.75,12,1535,98,5.6,20.01,0
651089,BBB,2014,J,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,-154,76.67,3,881,69,5,18.12,1
651126,FFF,2014,J,M,South East Region,Lower Than A Level,30-40%,0-35,0,120,N,-53,69.75,12,2943,116,5,20.14,0
651159,CCC,2014,J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,-81,94.03,5,1538,100,7,18.58,0
651253,FFF,2014,J,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,-100,97,3,770,65,6,14.59,1
651257,BBB,2014,J,F,Wales,Lower Than A Level,20-30%,35-55,0,60,N,-39,66.75,5,1469,96,6.7,14.8,0
651330,FFF,2014,J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,150,Y,-31,82,5,372,29,6.5,18.97,1
651609,BBB,2014,J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,-150,0,1,103,13,7.1,19.62,1
651659,BBB,2014,J,F,London Region,Lower Than A Level,20-30%,35-55,0,120,N,-17,93.35,5,1183,98,6.8,24.22,0
651660,GGG,2014,J,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,-60,0,8,657,37,5.6,20.01,0
651734,CCC,2014,J,M,South East Region,Lower Than A Level,20-30%,0-35,0,120,N,-143,0,0,115,8,5,20.14,1
651759,CCC,2014,J,M,London Region,HE Qualification,50-60%,55<=,0,120,N,-84,99.34,9,3528,110,6.8,24.22,0
651798,BBB,2014,J,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,-43,0,0,0,0,7,18.58,1
652285,EEE,2014,J,M,North Region,HE Qualification,10-20%,0-35,0,60,N,-8,93.76,4,3023,90,7.7,19.89,0
652442,EEE,2014,J,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,-67,58.17,3,873,38,6.5,18.97,1
652460,EEE,2014,J,M,Scotland,A Level or Equivalent,90-100%,35-55,0,30,N,-18,78.08,4,1703,48,6,14.59,0
652476,EEE,2014,J,F,Scotland,HE Qualification,60-70%,0-35,0,120,N,-24,84.64,4,883,45,6,14.59,0
652501,EEE,2014,J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,-53,87.84,4,1601,50,5.2,16.09,0
652578,GGG,2014,J,F,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,3,0,1,93,17,6.8,24.22,1
652886,BBB,2014,J,M,South Region,A Level or Equivalent,40-50%,0-35,0,90,Y,-71,62.3,5,116,23,5,18.12,0
652945,CCC,2014,J,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,Y,-135,0,0,0,0,5,18.12,1
653210,EEE,2014,J,M,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,-29,86.56,4,1150,66,5.2,16.09,0
653452,DDD,2014,J,F,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,-143,57.6,6,658,72,5.2,16.09,0
653587,EEE,2014,J,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,-135,87.56,4,791,47,6.5,18.97,0
653616,FFF,2014,J,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,-135,0,0,0,0,7.1,19.62,1
653659,FFF,2014,J,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,-66,63,2,167,28,7.7,19.89,1
653729,DDD,2014,J,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,-102,70.15,7,517,49,6,14.59,0
654045,FFF,2014,J,F,Wales,HE Qualification,50-60%,35-55,0,60,N,-35,80,12,4472,236,6.7,14.8,0
654597,FFF,2014,J,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,-43,84.5,12,3475,136,5.6,20.01,0
654738,FFF,2014,J,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,-66,78,1,222,30,6.5,18.97,1
654817,CCC,2014,J,M,Ireland,Post Graduate Qualification,0-10%,0-35,0,60,N,-78,84.63,5,529,48,6.1,19.78,0
654828,CCC,2014,J,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,N,-92,0,0,0,0,7.7,19.89,1
654891,EEE,2014,J,M,South Region,Lower Than A Level,20-30%,0-35,0,30,N,-45,67.2,4,2578,62,5,18.12,0
654947,FFF,2014,J,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,-52,66,9,1788,106,7.1,19.62,1
654958,BBB,2014,J,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,180,N,-135,0,0,27,8,5.6,20.01,1
655051,CCC,2014,J,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,150,N,-128,43.71,8,650,25,7.1,19.62,0
655115,FFF,2014,J,M,North Region,Lower Than A Level,10-20%,0-35,0,60,Y,-23,80.25,12,5252,187,7.7,19.89,0
655124,FFF,2014,J,M,South Region,Lower Than A Level,10-20%,0-35,0,60,N,-91,61.33,5,518,60,5,18.12,1
655353,CCC,2014,J,M,London Region,HE Qualification,70-80%,35-55,0,150,N,-88,84.46,9,4231,105,6.8,24.22,0
655378,CCC,2014,J,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,-123,69.28,9,2202,63,6.5,18.97,0
655460,BBB,2014,J,F,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,-16,60.46,4,164,22,6.1,19.78,1
655878,BBB,2014,J,F,South Region,Lower Than A Level,30-40%,35-55,0,60,Y,-98,0,0,0,0,5,18.12,1
655954,GGG,2014,J,M,London Region,A Level or Equivalent,80-90%,35-55,0,30,Y,-88,0,9,1057,56,6.8,24.22,0
655973,CCC,2014,J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,-30,86.15,7,675,47,5.6,20.01,0
656112,BBB,2014,J,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,180,N,-128,0,0,0,0,5.6,20.01,1
656158,FFF,2014,J,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,-43,77.75,12,4315,172,7,18.58,0
656228,BBB,2014,J,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,-119,0,0,0,0,7,18.58,1
656412,BBB,2014,J,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,-73,0,0,20,6,5.6,20.01,1
656453,BBB,2014,J,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,-105,0,0,20,2,6.1,19.78,1
656494,BBB,2014,J,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,5,50.05,5,289,49,6.1,19.78,0
656496,DDD,2014,J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,120,N,-36,79.24,5,661,81,6,14.59,0
656506,GGG,2014,J,M,South Region,Lower Than A Level,20-30%,0-35,0,30,N,-43,0,9,801,33,5,18.12,0
656519,FFF,2014,J,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,Y,-113,0,0,0,0,6.5,18.97,1
656954,EEE,2014,J,M,North Western Region,Lower Than A Level,70-80%,0-35,0,90,N,-57,65,1,434,26,7,18.58,1
657071,DDD,2014,J,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,Y,-121,0,0,59,12,5,18.12,1
657231,GGG,2014,J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,-79,0,9,153,21,7.1,19.62,0
657344,FFF,2014,J,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,-114,88,12,4032,160,5.6,20.01,0
657352,CCC,2014,J,M,London Region,A Level or Equivalent,90-100%,0-35,0,150,N,-22,54.87,9,514,34,6.8,24.22,0
669530,DDD,2014,J,F,West Midlands Region,HE Qualification,60-70%,55<=,1,90,N,-17,59,6,19,4,7.1,19.62,1
674219,DDD,2014,J,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,-100,0,0,0,0,7,18.58,1
674276,BBB,2014,J,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,-102,68.25,5,1573,79,6,14.59,0
674319,BBB,2014,J,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,-80,0,1,155,32,7.3,17.42,1
674419,DDD,2014,J,M,West Midlands Region,Lower Than A Level,20-30%,35-55,0,240,Y,-31,0,0,88,13,7.1,19.62,1
674430,CCC,2014,J,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,Y,-101,74.29,3,1391,43,6.7,14.8,1
674451,FFF,2014,J,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,-85,82.75,12,3012,124,6,14.59,0
674541,CCC,2014,J,M,North Region,HE Qualification,10-20%,35-55,0,30,N,-78,91.33,9,13991,120,7.7,19.89,0
674563,GGG,2014,J,F,Wales,Lower Than A Level,40-50%,0-35,0,30,N,6,0,9,496,41,6.7,14.8,0
674617,FFF,2014,J,M,London Region,HE Qualification,30-40%,0-35,0,60,N,-58,0,0,18,6,6.8,24.22,1
674699,FFF,2014,J,F,South Region,No Formal quals,90-100%,0-35,0,120,N,-57,86.5,12,2955,151,5,18.12,0
674720,EEE,2014,J,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,-50,81,1,318,27,6.8,24.22,1
674888,EEE,2014,J,M,London Region,A Level or Equivalent,10-20%,0-35,0,60,N,-81,86,1,352,16,6.8,24.22,1
674935,FFF,2014,J,M,Wales,A Level or Equivalent,90-100%,0-35,0,90,N,-112,0,0,0,0,6.7,14.8,1
675062,DDD,2014,J,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,-106,73.38,7,1877,126,5,18.12,0
675247,GGG,2014,J,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,-63,0,9,516,44,6.5,18.97,0
675253,DDD,2014,J,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,-116,0,0,97,18,7,18.58,1
